cohort	gene	alias	n	rho	rho_lo	rho_hi	p	rho_purity_adj	p_purity_adj	rho_prolif_adj	p_prolif_adj	q	q_purity_adj	q_prolif_adj
BRCA	SIGLEC15	Siglec-15	1090	-0.08743098829942623	-0.14953924136824226	-0.024635499517199427	0.0038675385849896923	-0.08491467951316589	0.005046790546405133	0.1152628505618142	0.0001378372297330535	0.011817479009690726	0.01797238360050749	0.0008528678589732684
BRCA	CD276	B7-H3	1090	0.2818510831853253	0.2228731888986191	0.33877323736305376	2.362323906258163e-21	0.3258598766892664	2.3473703278349677e-28	0.2081498467615182	4.000181950037341e-12	1.2992781484419896e-19	2.323896624556618e-26	1.5231462040526798e-10
BRCA	IL10	IL-10	1090	0.22601818314964148	0.1654402965616149	0.2848969707449785	4.306499516367242e-14	0.2605605125172825	2.3305498769286476e-18	0.14895846495683826	7.91081450233477e-07	9.689623911826294e-13	7.210138681748003e-17	8.701895952568247e-06
BRCA	TGFB1	TGF-beta1	1090	-0.13434972474703913	-0.19562678212870552	-0.0720276655831346	8.559939984571051e-06	-0.15698380496832368	1.9209248647300378e-07	0.014944153620419374	0.6222823775756817	5.363506699193254e-05	1.7608477926692012e-06	0.7391187107686891
BRCA	ENTPD1	CD39	1090	0.19083485270510997	0.1294585403129655	0.25075446951400693	2.1298774989769553e-10	0.31710198134397055	7.321178488052406e-27	0.3073688494000914	2.9346518151129006e-25	2.8494307080907917e-09	6.039972252643235e-25	3.6316316212022146e-23
BRCA	NT5E	CD73	1090	0.27124262502997964	0.21192912983419288	0.32856519169661463	7.774892437958956e-20	0.36827343425697734	2.5858642095929704e-36	0.26599275497502983	4.2980692267523933e-19	3.49870159708153e-18	6.400013918742602e-34	2.798681919853351e-17
CESC	CD274	PD-L1	304	-0.11347245695651886	-0.22954769510824177	0.005785329995857489	0.04807575958809099	-0.16608475948075668	0.0037407713835322276	-0.12659082533760796	0.027572442215632584	0.10126596168555337	0.013818521155585468	0.06858471807406095
CESC	PDCD1LG2	PD-L2	304	-0.015482224807379277	-0.13441375779055745	0.10388901600906356	0.7880482971631296	-0.09728951598168649	0.09092828658134486	0.003583400344094441	0.9504686577281695	0.8535752890497794	0.1852242874805173	0.9751711164328606
CESC	PDCD1	PD-1	304	-0.04734754340327518	-0.16559267579376483	0.07223964319196097	0.4107393810732433	-0.10670513774660244	0.06359230876438877	-0.022849245236663877	0.6920001272243811	0.5302551776279772	0.13867045303247771	0.7892628179172088
CESC	CTLA4	CTLA-4	304	-0.07118992223518798	-0.18876789166975336	0.04840027269111369	0.21582874198701496	-0.1474762200074884	0.010153331846333592	-0.045544790065160524	0.42957065747109346	0.33178642013531806	0.031227890273549462	0.5685493995940942
CESC	HAVCR2	TIM-3	304	-0.05749502572026087	-0.17547219813421697	0.0621101156380037	0.31771864446553455	-0.1371454893524493	0.016907757024405282	-0.02873449240052709	0.6183333427171864	0.44053425493120335	0.048377686283702974	0.7375301316747163
CESC	LAG3	LAG-3	304	-0.14828701107364137	-0.2628217685210444	-0.029631126946752524	0.009621297357891476	-0.19341900325751235	0.0007119691663126247	-0.1313039756486875	0.022251121138634727	0.026579783229119865	0.003203861248406811	0.05736617168554265
CESC	TIGIT	TIGIT	304	-0.06328068245837083	-0.1810944594209518	0.05632364562312162	0.27137841655283135	-0.13907352879014973	0.01540917843479818	-0.04572220188655004	0.42777386034315146	0.3962605197452847	0.045101899801281625	0.5685493995940942
CESC	IDO1	IDO1	304	-0.05476728336100205	-0.17281881920139386	0.06483545522458631	0.3412588808268151	-0.09488334947091341	0.09924619949474471	-0.09202132481511152	0.10991432100334231	0.46621234235065634	0.19729666164617926	0.21336309371237036
CESC	BTLA	BTLA	304	-0.09184208702472754	-0.20873686473085956	0.02764000057278742	0.11001986076314477	-0.1554519433249465	0.006702957663207896	-0.036316337227548	0.5288584326145198	0.19175996858365021	0.022418675968161546	0.6644287414827089
CESC	SIGLEC15	Siglec-15	304	-0.026881471740085122	-0.14559457572928253	0.09259472447044156	0.6406086322120322	-0.056169750277236336	0.3298236076108164	-0.015527164874968977	0.7877920759610363	0.7461206422234258	0.48302972184672516	0.8616358732275505
CESC	CD276	B7-H3	304	0.24040563331674683	0.12480183651692771	0.3495695136624655	2.2688563553364026e-05	0.2092428029047934	0.0002445537903605374	0.21770867732488447	0.00013351323900559869	0.00012478709954350214	0.0012479806827676908	0.0008365702950350803
CESC	IL10	IL-10	304	0.024696428603357024	-0.09476203384935676	0.1434537483503176	0.6680043949569024	-0.06750332712333605	0.24139651244156607	0.04021342961653805	0.4855651070107888	0.7725751764104363	0.38298485146979233	0.6210716485021718
CESC	TGFB1	TGF-beta1	304	0.06446978140174568	-0.055133383300929935	0.18224902326452996	0.26245628046650105	0.002793938705420017	0.9613712586061728	0.02289534106007928	0.6914105384042334	0.38550699949827305	0.9742494505373946	0.7892628179172088
CESC	ENTPD1	CD39	304	0.1604532689478645	0.04207837462246226	0.27438580675607066	0.005043146697038051	0.06474477711754767	0.2612139410805979	0.17653856883816388	0.0020386106504023446	0.015129440091114152	0.4091800659332151	0.00813800219313839
CESC	NT5E	CD73	304	0.05952095050104069	-0.060084820474343235	0.17744178375308672	0.3009373765568332	0.01064184443078274	0.8536360977202805	0.06747718098704436	0.241579261941077	0.42561143255894984	0.9106678197662474	0.3869959050512399
CHOL	CD274	PD-L1	36	0.25318574028763235	-0.10248220060151099	0.5514558318816714	0.13625065981904397	0.2537479166686603	0.14132622933341296	0.2650277342399721	0.12389117672418236	0.22862398850992122	0.2581420056090015	0.23317921094475388
CHOL	PDCD1LG2	PD-L2	36	0.28819668149669997	-0.06496697655579134	0.5772013335271838	0.08828157801545758	0.4061182417276278	0.0154895413458947	0.34722753847256455	0.04098315105288206	0.16383559453267393	0.045101899801281625	0.09800318730037014
CHOL	PDCD1	PD-1	36	0.18366690301241193	-0.17409066416150068	0.4985931313240988	0.283601321348348	0.17130001211361742	0.3251561201354163	0.14975254840830546	0.3905449511780552	0.4093045868922304	0.4825755104088928	0.5340324608650202
CHOL	CTLA4	CTLA-4	36	0.13463766362016447	-0.22241648455753316	0.4598470147534531	0.43369116872858515	0.11650577102787209	0.5050909869432306	0.16215946157798913	0.3520152461342511	0.5513393242826723	0.6527938342999978	0.5124927848131009
